Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Nigeria,NGA,2016,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,62.7
Nigeria,NGA,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,63.5
Nigeria,NGA,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,67
Nigeria,NGA,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,72.1
Nigeria,NGA,2018,Number of infant deaths,SH.DTH.IMRT,551684
Nigeria,NGA,2017,Number of infant deaths,SH.DTH.IMRT,552981
Nigeria,NGA,2016,Number of infant deaths,SH.DTH.IMRT,552485
Nigeria,NGA,2015,Number of infant deaths,SH.DTH.IMRT,550554
Nigeria,NGA,2014,Number of infant deaths,SH.DTH.IMRT,548084
Nigeria,NGA,2013,Number of infant deaths,SH.DTH.IMRT,545530
Nigeria,NGA,2012,Number of infant deaths,SH.DTH.IMRT,543209
Nigeria,NGA,2011,Number of infant deaths,SH.DTH.IMRT,540685
Nigeria,NGA,2010,Number of infant deaths,SH.DTH.IMRT,539637
Nigeria,NGA,2009,Number of infant deaths,SH.DTH.IMRT,539504
Nigeria,NGA,2008,Number of infant deaths,SH.DTH.IMRT,540663
Nigeria,NGA,2007,Number of infant deaths,SH.DTH.IMRT,543082
Nigeria,NGA,2006,Number of infant deaths,SH.DTH.IMRT,546801
Nigeria,NGA,2005,Number of infant deaths,SH.DTH.IMRT,551128
Nigeria,NGA,2004,Number of infant deaths,SH.DTH.IMRT,555640
Nigeria,NGA,2003,Number of infant deaths,SH.DTH.IMRT,559925
Nigeria,NGA,2002,Number of infant deaths,SH.DTH.IMRT,563855
Nigeria,NGA,2001,Number of infant deaths,SH.DTH.IMRT,566654
Nigeria,NGA,2000,Number of infant deaths,SH.DTH.IMRT,568662
Nigeria,NGA,1999,Number of infant deaths,SH.DTH.IMRT,569264
Nigeria,NGA,1998,Number of infant deaths,SH.DTH.IMRT,568996
Nigeria,NGA,1997,Number of infant deaths,SH.DTH.IMRT,567007
Nigeria,NGA,1996,Number of infant deaths,SH.DTH.IMRT,562986
Nigeria,NGA,1995,Number of infant deaths,SH.DTH.IMRT,556824
Nigeria,NGA,1994,Number of infant deaths,SH.DTH.IMRT,548978
Nigeria,NGA,1993,Number of infant deaths,SH.DTH.IMRT,540053
Nigeria,NGA,1992,Number of infant deaths,SH.DTH.IMRT,530562
Nigeria,NGA,1991,Number of infant deaths,SH.DTH.IMRT,521173
Nigeria,NGA,1990,Number of infant deaths,SH.DTH.IMRT,511633
Nigeria,NGA,1989,Number of infant deaths,SH.DTH.IMRT,501934
Nigeria,NGA,1988,Number of infant deaths,SH.DTH.IMRT,491648
Nigeria,NGA,1987,Number of infant deaths,SH.DTH.IMRT,481058
Nigeria,NGA,1986,Number of infant deaths,SH.DTH.IMRT,469941
Nigeria,NGA,1985,Number of infant deaths,SH.DTH.IMRT,459001
Nigeria,NGA,1984,Number of infant deaths,SH.DTH.IMRT,448539
Nigeria,NGA,1983,Number of infant deaths,SH.DTH.IMRT,439147
Nigeria,NGA,1982,Number of infant deaths,SH.DTH.IMRT,431233
Nigeria,NGA,1981,Number of infant deaths,SH.DTH.IMRT,425037
Nigeria,NGA,1980,Number of infant deaths,SH.DTH.IMRT,420520
Nigeria,NGA,1979,Number of infant deaths,SH.DTH.IMRT,417566
Nigeria,NGA,1978,Number of infant deaths,SH.DTH.IMRT,415809
Nigeria,NGA,1977,Number of infant deaths,SH.DTH.IMRT,415803
Nigeria,NGA,1976,Number of infant deaths,SH.DTH.IMRT,416464
Nigeria,NGA,1975,Number of infant deaths,SH.DTH.IMRT,417521
Nigeria,NGA,1974,Number of infant deaths,SH.DTH.IMRT,418753
Nigeria,NGA,1973,Number of infant deaths,SH.DTH.IMRT,419920
Nigeria,NGA,1972,Number of infant deaths,SH.DTH.IMRT,420599
Nigeria,NGA,1971,Number of infant deaths,SH.DTH.IMRT,421234
Nigeria,NGA,1970,Number of infant deaths,SH.DTH.IMRT,421323
Nigeria,NGA,1969,Number of infant deaths,SH.DTH.IMRT,421199
Nigeria,NGA,1968,Number of infant deaths,SH.DTH.IMRT,421035
Nigeria,NGA,1967,Number of infant deaths,SH.DTH.IMRT,420780
Nigeria,NGA,1966,Number of infant deaths,SH.DTH.IMRT,420871
Nigeria,NGA,1965,Number of infant deaths,SH.DTH.IMRT,421157
Nigeria,NGA,2016,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.3
Nigeria,NGA,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.3
Nigeria,NGA,2010,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.4
Nigeria,NGA,2000,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6
Nigeria,NGA,2018,Number of under-five deaths,SH.DTH.MORT,866084
Nigeria,NGA,2017,Number of under-five deaths,SH.DTH.MORT,869716
Nigeria,NGA,2016,Number of under-five deaths,SH.DTH.MORT,869879
Nigeria,NGA,2015,Number of under-five deaths,SH.DTH.MORT,867269
Nigeria,NGA,2014,Number of under-five deaths,SH.DTH.MORT,863618
Nigeria,NGA,2013,Number of under-five deaths,SH.DTH.MORT,859862
Nigeria,NGA,2012,Number of under-five deaths,SH.DTH.MORT,856676
Nigeria,NGA,2011,Number of under-five deaths,SH.DTH.MORT,853357
Nigeria,NGA,2010,Number of under-five deaths,SH.DTH.MORT,852958
Nigeria,NGA,2009,Number of under-five deaths,SH.DTH.MORT,854437
Nigeria,NGA,2008,Number of under-five deaths,SH.DTH.MORT,858503
Nigeria,NGA,2007,Number of under-five deaths,SH.DTH.MORT,864878
Nigeria,NGA,2006,Number of under-five deaths,SH.DTH.MORT,873660
Nigeria,NGA,2005,Number of under-five deaths,SH.DTH.MORT,883556
Nigeria,NGA,2004,Number of under-five deaths,SH.DTH.MORT,893899
Nigeria,NGA,2003,Number of under-five deaths,SH.DTH.MORT,904519
Nigeria,NGA,2002,Number of under-five deaths,SH.DTH.MORT,914782
Nigeria,NGA,2001,Number of under-five deaths,SH.DTH.MORT,923016
Nigeria,NGA,2000,Number of under-five deaths,SH.DTH.MORT,929473
Nigeria,NGA,1999,Number of under-five deaths,SH.DTH.MORT,933636
Nigeria,NGA,1998,Number of under-five deaths,SH.DTH.MORT,936496
Nigeria,NGA,1997,Number of under-five deaths,SH.DTH.MORT,936084
Nigeria,NGA,1996,Number of under-five deaths,SH.DTH.MORT,931936
Nigeria,NGA,1995,Number of under-five deaths,SH.DTH.MORT,923627
Nigeria,NGA,1994,Number of under-five deaths,SH.DTH.MORT,911987
Nigeria,NGA,1993,Number of under-five deaths,SH.DTH.MORT,898210
Nigeria,NGA,1992,Number of under-five deaths,SH.DTH.MORT,883270
Nigeria,NGA,1991,Number of under-five deaths,SH.DTH.MORT,868417
Nigeria,NGA,1990,Number of under-five deaths,SH.DTH.MORT,853117
Nigeria,NGA,1989,Number of under-five deaths,SH.DTH.MORT,837297
Nigeria,NGA,1988,Number of under-five deaths,SH.DTH.MORT,820108
Nigeria,NGA,1987,Number of under-five deaths,SH.DTH.MORT,802073
Nigeria,NGA,1986,Number of under-five deaths,SH.DTH.MORT,782753
Nigeria,NGA,1985,Number of under-five deaths,SH.DTH.MORT,763502
Nigeria,NGA,1984,Number of under-five deaths,SH.DTH.MORT,744895
Nigeria,NGA,1983,Number of under-five deaths,SH.DTH.MORT,728063
Nigeria,NGA,1982,Number of under-five deaths,SH.DTH.MORT,713821
Nigeria,NGA,1981,Number of under-five deaths,SH.DTH.MORT,702682
Nigeria,NGA,1980,Number of under-five deaths,SH.DTH.MORT,694667
Nigeria,NGA,1979,Number of under-five deaths,SH.DTH.MORT,689641
Nigeria,NGA,1978,Number of under-five deaths,SH.DTH.MORT,686940
Nigeria,NGA,1977,Number of under-five deaths,SH.DTH.MORT,686250
Nigeria,NGA,1976,Number of under-five deaths,SH.DTH.MORT,686815
Nigeria,NGA,1975,Number of under-five deaths,SH.DTH.MORT,688247
Nigeria,NGA,1974,Number of under-five deaths,SH.DTH.MORT,690244
Nigeria,NGA,1973,Number of under-five deaths,SH.DTH.MORT,692449
Nigeria,NGA,1972,Number of under-five deaths,SH.DTH.MORT,694166
Nigeria,NGA,1971,Number of under-five deaths,SH.DTH.MORT,696026
Nigeria,NGA,1970,Number of under-five deaths,SH.DTH.MORT,697104
Nigeria,NGA,1969,Number of under-five deaths,SH.DTH.MORT,697843
Nigeria,NGA,2016,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,29
Nigeria,NGA,2015,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,28.2
Nigeria,NGA,2010,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,25.6
Nigeria,NGA,2000,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,21.9
Nigeria,NGA,2018,Number of neonatal deaths,SH.DTH.NMRT,267440
Nigeria,NGA,2017,Number of neonatal deaths,SH.DTH.NMRT,266765
Nigeria,NGA,2016,Number of neonatal deaths,SH.DTH.NMRT,264712
Nigeria,NGA,2015,Number of neonatal deaths,SH.DTH.NMRT,262605
Nigeria,NGA,2014,Number of neonatal deaths,SH.DTH.NMRT,260279
Nigeria,NGA,2013,Number of neonatal deaths,SH.DTH.NMRT,258164
Nigeria,NGA,2012,Number of neonatal deaths,SH.DTH.NMRT,255749
Nigeria,NGA,2011,Number of neonatal deaths,SH.DTH.NMRT,253283
Nigeria,NGA,2010,Number of neonatal deaths,SH.DTH.NMRT,251095
Nigeria,NGA,2009,Number of neonatal deaths,SH.DTH.NMRT,249319
Nigeria,NGA,2008,Number of neonatal deaths,SH.DTH.NMRT,247762
Nigeria,NGA,2007,Number of neonatal deaths,SH.DTH.NMRT,246835
Nigeria,NGA,2006,Number of neonatal deaths,SH.DTH.NMRT,246573
Nigeria,NGA,2005,Number of neonatal deaths,SH.DTH.NMRT,246964
Nigeria,NGA,2004,Number of neonatal deaths,SH.DTH.NMRT,247981
Nigeria,NGA,2003,Number of neonatal deaths,SH.DTH.NMRT,249431
Nigeria,NGA,2002,Number of neonatal deaths,SH.DTH.NMRT,250621
Nigeria,NGA,2001,Number of neonatal deaths,SH.DTH.NMRT,251385
Nigeria,NGA,2000,Number of neonatal deaths,SH.DTH.NMRT,251111
Nigeria,NGA,1999,Number of neonatal deaths,SH.DTH.NMRT,250163
Nigeria,NGA,1998,Number of neonatal deaths,SH.DTH.NMRT,248518
Nigeria,NGA,1997,Number of neonatal deaths,SH.DTH.NMRT,246093
Nigeria,NGA,1996,Number of neonatal deaths,SH.DTH.NMRT,242444
Nigeria,NGA,1995,Number of neonatal deaths,SH.DTH.NMRT,238074
Nigeria,NGA,1994,Number of neonatal deaths,SH.DTH.NMRT,233034
Nigeria,NGA,1993,Number of neonatal deaths,SH.DTH.NMRT,227614
Nigeria,NGA,1992,Number of neonatal deaths,SH.DTH.NMRT,222071
Nigeria,NGA,1991,Number of neonatal deaths,SH.DTH.NMRT,216260
Nigeria,NGA,1990,Number of neonatal deaths,SH.DTH.NMRT,210771
Nigeria,NGA,1989,Number of neonatal deaths,SH.DTH.NMRT,205869
Nigeria,NGA,1988,Number of neonatal deaths,SH.DTH.NMRT,201596
Nigeria,NGA,1987,Number of neonatal deaths,SH.DTH.NMRT,197699
Nigeria,NGA,1986,Number of neonatal deaths,SH.DTH.NMRT,194224
Nigeria,NGA,1985,Number of neonatal deaths,SH.DTH.NMRT,191236
Nigeria,NGA,1984,Number of neonatal deaths,SH.DTH.NMRT,188880
Nigeria,NGA,1983,Number of neonatal deaths,SH.DTH.NMRT,187236
Nigeria,NGA,1982,Number of neonatal deaths,SH.DTH.NMRT,185948
Nigeria,NGA,1981,Number of neonatal deaths,SH.DTH.NMRT,185050
Nigeria,NGA,1980,Number of neonatal deaths,SH.DTH.NMRT,184497
Nigeria,NGA,1979,Number of neonatal deaths,SH.DTH.NMRT,184060
Nigeria,NGA,1978,Number of neonatal deaths,SH.DTH.NMRT,183571
Nigeria,NGA,1977,Number of neonatal deaths,SH.DTH.NMRT,183036
Nigeria,NGA,1976,Number of neonatal deaths,SH.DTH.NMRT,182436
Nigeria,NGA,1975,Number of neonatal deaths,SH.DTH.NMRT,181387
Nigeria,NGA,1974,Number of neonatal deaths,SH.DTH.NMRT,180361
Nigeria,NGA,1973,Number of neonatal deaths,SH.DTH.NMRT,179047
Nigeria,NGA,1972,Number of neonatal deaths,SH.DTH.NMRT,177616
Nigeria,NGA,1971,Number of neonatal deaths,SH.DTH.NMRT,175940
Nigeria,NGA,1970,Number of neonatal deaths,SH.DTH.NMRT,174176
Nigeria,NGA,1969,Number of neonatal deaths,SH.DTH.NMRT,172593
Nigeria,NGA,1968,Number of neonatal deaths,SH.DTH.NMRT,171340
Nigeria,NGA,2018,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,19.9
Nigeria,NGA,2015,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,21.8
Nigeria,NGA,2010,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,25.2
Nigeria,NGA,2000,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,33.5
Nigeria,NGA,1990,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,40.6
Nigeria,NGA,2018,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,56.5
Nigeria,NGA,2017,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,56.1
